county_code,county_name,district_code,district_name,school_code,school_name,gradespan,rating
05,BURLINGTON,5805,Willingboro Public School District,065,Hawthorne Park Elementary School,01-04,51.25
05,BURLINGTON,5805,Willingboro Public School District,080,W. R. James Sr. Elementary School,01-04,52.25
05,BURLINGTON,5805,Willingboro Public School District,120,Twin Hills Elementary School,01-04,63.0
05,BURLINGTON,5805,Willingboro Public School District,301,Levitt Intermediate School,05-06,34.0
05,BURLINGTON,5890,Woodland Township School District,030,Chatsworth Elementary School,PK-08,58.75
07,CAMDEN,0150,Audubon Public School Disrict,010,Audubon Junior/Senior High School,07-12,50.0
07,CAMDEN,0150,Audubon Public School Disrict,050,Mansion Avenue School,03-06,59.5
07,CAMDEN,0190,Barrington School District,010,Avon Elementary School,PK-04,66.75
07,CAMDEN,0190,Barrington School District,030,Woodland Middle School,05-08,49.0
07,CAMDEN,0260,Bellmawr Public School District,015,Bell Oaks Upper Elementary School,05-08,50.5
07,CAMDEN,0260,Bellmawr Public School District,020,Bellmawr Park Elementary School,PK-04,46.25
07,CAMDEN,0260,Bellmawr Public School District,030,Ethel M Burke Elementary School,KG-04,36.0
07,CAMDEN,0330,Berlin Borough School District,020,Berlin Community School,PK-08,56.5
07,CAMDEN,0340,Berlin Township School District,030,Dwight D Eisenhower Middle School,04-08,53.0
07,CAMDEN,0580,Brooklawn Public School District,010,Alice Costello Elementary School,PK-08,45.5
07,CAMDEN,0680,Camden City School District,080,Veterans Memorial Family School,PK-08,40.0
07,CAMDEN,0680,Camden City School District,145,Octavio V. Catto Community Family School,PK-08,57.25
07,CAMDEN,0680,Camden City School District,165,Cooper's Poynt Family School,PK-08,41.0
07,CAMDEN,0680,Camden City School District,170,Alfred Cramer College Preparatory Lab School,PK-06,31.75
07,CAMDEN,0680,Camden City School District,175,Riletta Twyne Cream Family School,PK-08,37.5
07,CAMDEN,0680,Camden City School District,180,Dr. Henry H. Davis Elementary School,PK-08,49.0
07,CAMDEN,0680,Camden City School District,190,Thomas H. Dudley Family School,PK-08,44.0
07,CAMDEN,0680,Camden City School District,205,Forest Hill School,KG-05,33.5
07,CAMDEN,0680,Camden City School District,245,Creative Arts Morgan Village Academy,06-12,61.0
07,CAMDEN,0680,Camden City School District,300,Harry C. Sharp Elementary School,PK-08,45.25
07,CAMDEN,0680,Camden City School District,305,Camden Big Picture Learning Academy,06-12,27.5
07,CAMDEN,0680,Camden City School District,320,Dr. Ulysses S. Wiggins College Preparatory Lab School,PK-08,53.5
07,CAMDEN,0680,Camden City School District,350,Henry B. Wilson Family School,PK-08,32.5
07,CAMDEN,0680,Camden City School District,360,Yorkship Elementary School,PK-08,38.0
07,CAMDEN,0800,Cherry Hill School District,058,A. Russell Knight Elementary School,KG-05,55.0
07,CAMDEN,0800,Cherry Hill School District,067,John A. Carusi Middle School,06-08,48.0
07,CAMDEN,0800,Cherry Hill School District,068,Bret Harte Elementary School,KG-05,49.5
07,CAMDEN,0800,Cherry Hill School District,069,Clara Barton Elementary School,KG-05,40.25
07,CAMDEN,0800,Cherry Hill School District,073,Henry C. Beck Middle School,06-08,56.75
07,CAMDEN,0800,Cherry Hill School District,074,Rosa International Middle School,06-08,51.5
07,CAMDEN,0800,Cherry Hill School District,075,Horace Mann Elementary School,KG-05,42.25
07,CAMDEN,0800,Cherry Hill School District,083,James F. Cooper Elementary School,KG-05,41.5
07,CAMDEN,0800,Cherry Hill School District,085,James Johnson Elementary School,KG-05,45.75
07,CAMDEN,0800,Cherry Hill School District,100,Joseph D. Sharp Elementary School,KG-05,66.0
07,CAMDEN,0800,Cherry Hill School District,105,Joyce Kilmer Elementary School,KG-05,47.0
07,CAMDEN,0800,Cherry Hill School District,110,Kingston Elementary School,KG-05,40.5
07,CAMDEN,0800,Cherry Hill School District,113,Richard Stockton Elementary School,KG-05,50.0
07,CAMDEN,0800,Cherry Hill School District,115,Thomas Paine Elementary School,KG-05,45.5
07,CAMDEN,0800,Cherry Hill School District,130,Woodcrest Elementary School,KG-05,49.5
07,CAMDEN,0880,Clementon Elementary School District,010,Clementon Elementary School,PK-08,56.25
07,CAMDEN,0940,Collingswood Public School District,040,Collingswood Middle School,06-08,43.0
07,CAMDEN,0940,Collingswood Public School District,050,James A. Garfield Elementary School,KG-05,62.25
07,CAMDEN,0940,Collingswood Public School District,060,Mark Newbie Elementary School,KG-05,43.0
07,CAMDEN,0940,Collingswood Public School District,070,Thomas Sharp Elementary School,PK-05,51.75
07,CAMDEN,0940,Collingswood Public School District,080,William P Tatem Elementary School,KG-05,66.75
07,CAMDEN,0940,Collingswood Public School District,090,Zane North Elementary School,PK-05,69.0
07,CAMDEN,1720,Gibbsboro Elementary School District,020,Gibbsboro Elementary School,PK-08,59.25
07,CAMDEN,1770,Gloucester City Public School District,050,Gloucester City Jr. Sr. High School,07-12,44.0
07,CAMDEN,1770,Gloucester City Public School District,300,Gloucester City Middle School,04-08,44.0
07,CAMDEN,1780,Gloucester Township Public Schools,020,Blackwood Elementary School,PK-05,41.25
07,CAMDEN,1780,Gloucester Township Public Schools,035,Charles W. Lewis Middle School,06-08,47.25
07,CAMDEN,1780,Gloucester Township Public Schools,040,Chews Elementary School,PK-05,49.0
07,CAMDEN,1780,Gloucester Township Public Schools,050,Erial Elementary School,PK-05,43.25
07,CAMDEN,1780,Gloucester Township Public Schools,055,Glen Landing Middle School,06-08,48.0
07,CAMDEN,1780,Gloucester Township Public Schools,060,Glendora Elementary School,KG-05,66.0
07,CAMDEN,1780,Gloucester Township Public Schools,070,Gloucester Township Elementary School,KG-05,45.0
07,CAMDEN,1780,Gloucester Township Public Schools,085,"James W. Lilley, Jr. Elementary School",PK-05,50.75
07,CAMDEN,1780,Gloucester Township Public Schools,090,Loring Flemming Elementary School,KG-05,56.5
07,CAMDEN,1780,Gloucester Township Public Schools,100,Ann A. Mullen Middle School,06-08,46.0
07,CAMDEN,1780,Gloucester Township Public Schools,180,Union Valley Elementary School,PK-05,53.25
07,CAMDEN,1799,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",111,"KIPP: Cooper Norcross, A New Jersey Nonprofit Corporation",KG-08,50.5
07,CAMDEN,1801,"Camden Prep, Inc.",113,"Camden Prep, Inc.",KG-07,51.0
07,CAMDEN,1802,"Mastery Schools of Camden, Inc.",112,"Mastery Schools of Camden, Inc.",KG-11,60.0
07,CAMDEN,1880,HADDON HEIGHTS School District,050,Haddon Heights Jr./Sr. High School,07-12,35.0
07,CAMDEN,1880,HADDON HEIGHTS School District,060,Glenview Avenue,KG-06,51.75
07,CAMDEN,1880,HADDON HEIGHTS School District,080,Atlantic Avenue,PK-06,62.5
07,CAMDEN,1880,HADDON HEIGHTS School District,090,Seventh Avenue,KG-06,58.5
07,CAMDEN,1890,Haddon Township School District,060,Thomas A. Edison Elementary School,PK-05,53.75
07,CAMDEN,1890,Haddon Township School District,070,Clyde S. Jennings Elementary School,KG-05,56.0
07,CAMDEN,1890,Haddon Township School District,080,Stoy Elementary School,PK-05,45.5
07,CAMDEN,1890,Haddon Township School District,090,Strawbridge Elementary School,KG-05,43.5
07,CAMDEN,1890,Haddon Township School District,100,Van Sciver Elementary School,PK-05,65.75
07,CAMDEN,1890,Haddon Township School District,110,William G. Rohrer Middle School,06-08,53.0
07,CAMDEN,1900,Haddonfield School District,060,Central School,PK-05,52.5
07,CAMDEN,1900,Haddonfield School District,070,Haddonfield Middle School,06-08,49.0
07,CAMDEN,1900,Haddonfield School District,080,Elizabeth Haddon School,PK-05,54.5
07,CAMDEN,1900,Haddonfield School District,090,J. Fithian Tatem School,PK-05,56.25
07,CAMDEN,2540,Laurel Springs School District,050,Laurel Springs School,PK-06,61.0
07,CAMDEN,2560,Lawnside School Distric,060,Lawnside School,PK-08,41.0
07,CAMDEN,2670,Lindenwold Public School District,040,Lindenwold School Four,KG-04,38.75
07,CAMDEN,2670,Lindenwold Public School District,050,Lindenwold School Five,KG-04,38.0
07,CAMDEN,2670,Lindenwold Public School District,090,Lindenwold Middle School,05-08,35.0
07,CAMDEN,2890,Magnolia School District,050,Magnolia,PK-08,45.5
07,CAMDEN,3110,Merchantville School District,060,Merchantville Elementary School,PK-08,46.75
07,CAMDEN,3420,Mt. Ephraim School District,020,Raymond W. Kershaw School,05-08,34.5
07,CAMDEN,3420,Mt. Ephraim School District,030,Mary Bray Elementary School,PK-04,41.0
07,CAMDEN,3770,Oaklyn Public School District,050,Oaklyn Public School,PK-05,49.75
07,CAMDEN,4060,Pennsauken Township Board of Education School District,055,Howard M. Phifer Middle School,06-08,42.0
07,CAMDEN,4060,Pennsauken Township Board of Education School District,175,Pennsauken Intermediate School,04-05,47.5
07,CAMDEN,4110,Pine Hill School District,060,Dr. Albert M. Bean School,PK-05,48.5
07,CAMDEN,4110,Pine Hill School District,070,John H. Glenn School,PK-05,55.0
07,CAMDEN,4110,Pine Hill School District,100,Pine Hill Middle School,06-08,47.75
07,CAMDEN,4590,Runnemede Public School District,040,Mary E. Volz Elementary School,PK-08,42.0
07,CAMDEN,4790,Somerdale School District,020,Somerdale Park School,PK-08,47.5
07,CAMDEN,5080,Stratford School District,060,Samuel S. Yellin Elementary School,04-08,52.5
07,CAMDEN,5400,Voorhees Township School District,020,Edward T. Hamilton,KG-05,54.0
07,CAMDEN,5400,Voorhees Township School District,055,Kresson School,KG-05,49.0
07,CAMDEN,5400,Voorhees Township School District,090,Osage School,KG-05,55.0
07,CAMDEN,5400,Voorhees Township School District,095,Signal Hill School,PK-05,53.75
07,CAMDEN,5400,Voorhees Township School District,100,Voorhees Middle School,06-08,45.5
07,CAMDEN,5560,Waterford Township School District,100,Waterford Elementary School,PK-06,56.0
07,CAMDEN,5820,Winslow Township School District,020,Winslow Township Middle School,07-08,38.0
07,CAMDEN,5820,Winslow Township School District,070,Winslow Township Elementary School Five,04-06,45.5
07,CAMDEN,5820,Winslow Township School District,080,Winslow Township Elementary School Six,04-06,36.0
07,CAMDEN,5900,Woodlynne School District,050,Woodlynne Boro Public School,PK-08,35.5
09,CAPE MAY,0170,Avalon School District,010,Avalon Elementary School,PK-08,48.25
09,CAPE MAY,0710,Cape May City School District,050,Cape May City Elementary School,PK-06,60.5
09,CAPE MAY,1080,Dennis Township School District,050,Dennis Township Elementary/Middle Schools,04-08,36.75
09,CAPE MAY,2820,Lower Cape May Regional School District,060,Richard M. Teitelman Middle School,07-08,44.0
09,CAPE MAY,2840,Lower Township Elementary School District,050,Sandman Consolidated School,05-06,49.0
09,CAPE MAY,2840,Lower Township Elementary School District,060,Maud Abrams School,03-04,46.0
09,CAPE MAY,3130,Middle Township Public School District,085,Middle Township Elementary #2,03-05,59.0
09,CAPE MAY,3130,Middle Township Public School District,091,Middle Township Elementary #4,06-08,46.75
09,CAPE MAY,3680,North Wildwood School District,060,Margaret Mace Elementary School,PK-08,40.0
09,CAPE MAY,3780,Ocean City School District,060,Ocean City Intermediate School,04-08,49.5
09,CAPE MAY,5060,Stone Harbor School District,050,Stone Harbor Elementary School,KG-04,58.5
09,CAPE MAY,5340,Upper Township School District,030,Upper Township Middle School,06-08,55.0
09,CAPE MAY,5340,Upper Township School District,050,Upper Township Elementary School,03-05,58.0
09,CAPE MAY,5610,West Cape May Elementary School District,050,West Cape May Elementary School,PK-06,66.75
09,CAPE MAY,5790,Wildwood City School District,060,Glenwood Avenue Elementary School,PK-05,38.0
09,CAPE MAY,5790,Wildwood City School District,070,Wildwood Middle School,06-08,58.75
09,CAPE MAY,5800,Wildwood Crest Borough School District,030,Crest Memorial School,PK-08,48.5
09,CAPE MAY,5840,Woodbine School District,050,Woodbine Elementary School,PK-08,58.0
11,CUMBERLAND,0540,Bridgeton City School District,030,Broad Street School,KG-08,41.5
11,CUMBERLAND,0540,Bridgeton City School District,050,Buckshutem Road School,KG-08,34.5
11,CUMBERLAND,0540,Bridgeton City School District,055,Cherry Street School,KG-08,41.5
11,CUMBERLAND,0540,Bridgeton City School District,060,Indian Ave School,KG-08,37.5
11,CUMBERLAND,0540,Bridgeton City School District,100,Quarter Mile Lane School,PK-08,37.75
11,CUMBERLAND,0540,Bridgeton City School District,130,West Avenue School,KG-08,47.5
11,CUMBERLAND,0950,Commercial Township School District,025,Haleyville-Mauricetown Elementary School,PK-05,43.0
11,CUMBERLAND,0950,Commercial Township School District,050,Port Norris Middle School,06-08,47.5
11,CUMBERLAND,1020,Deerfield Township School District,040,Deerfield Township School District,PK-08,50.5
11,CUMBERLAND,1120,Downe Township School District,045,Downe Township Elementary School,PK-08,50.5
11,CUMBERLAND,1460,Fairfield Township School District,070,Fairfield Township School,PK-08,49.5
11,CUMBERLAND,1820,Greenwich Township School District,060,Morris Goodwin School,KG-08,58.25
11,CUMBERLAND,2270,Hopewell Township School District,060,Hopewell Crest,PK-08,41.0
11,CUMBERLAND,2570,Lawrence Township School District,030,Myron L. Powell Elementary School,PK-08,50.5
11,CUMBERLAND,3050,Maurice River Township School District,065,Maurice River Township School,PK-08,53.5
11,CUMBERLAND,3230,Millville School District,065,R. M. Bacon Elementary School,KG-05,36.0
11,CUMBERLAND,3230,Millville School District,075,Holly Heights Elementary School,KG-05,38.0
11,CUMBERLAND,3230,Millville School District,077,Lakeside Middle School,06-08,38.5
11,CUMBERLAND,3230,Millville School District,080,Mount Pleasant Elementary School,KG-05,42.75
11,CUMBERLAND,3230,Millville School District,085,Rieck Avenue Elementary School,KG-05,47.25
11,CUMBERLAND,3230,Millville School District,100,Silver Run Elementary School,KG-05,39.0
11,CUMBERLAND,5070,Stow Creek Township School District,050,Stow Creek Township School,PK-08,46.5
11,CUMBERLAND,5300,Upper Deerfield Township School District,060,Elizabeth F. Moore School,04-05,45.25
11,CUMBERLAND,5300,Upper Deerfield Township School District,070,Woodruff Middle School,06-08,63.5
11,CUMBERLAND,5390,Vineland Public School District,060,Veterans Memorial Middle,06-08,47.5
11,CUMBERLAND,5390,Vineland Public School District,065,Anthony Rossi Elementary School,KG-05,38.25
11,CUMBERLAND,5390,Vineland Public School District,075,Gloria M Sabater Elementary School,KG-05,42.5
11,CUMBERLAND,5390,Vineland Public School District,095,Dane Barse Elementary School,KG-05,43.0
11,CUMBERLAND,5390,Vineland Public School District,115,John H. Winslow Elementary School,KG-05,41.5
11,CUMBERLAND,5390,Vineland Public School District,120,Johnstone Elementary School,05-08,38.5
11,CUMBERLAND,5390,Vineland Public School District,135,Marie Durand Elementary School,KG-05,47.75
11,CUMBERLAND,5390,Vineland Public School District,230,Solve D'Ippolito Elementary School,KG-05,44.5
11,CUMBERLAND,5390,Vineland Public School District,260,Dr. William Mennies Elementary School,KG-05,41.75
11,CUMBERLAND,5390,Vineland Public School District,270,Pauline J. Petway Elementary School,KG-05,39.0
11,CUMBERLAND,5390,Vineland Public School District,280,Thomas W. Wallace Jr. Middle School,06-08,41.0
11,CUMBERLAND,5390,Vineland Public School District,301,Sgt. Dominick Pilla Middle School,06-08,41.0
13,ESSEX,0250,Belleville Public School District,025,Belleville Middle School,07-08,44.0
13,ESSEX,0250,Belleville Public School District,050,Belleville PS3,PK-06,48.5
13,ESSEX,0250,Belleville Public School District,055,Belleville PS4,PK-06,54.5
13,ESSEX,0250,Belleville Public School District,060,Belleville PS5,KG-06,52.0
13,ESSEX,0250,Belleville Public School District,070,Belleville PS7,PK-06,55.0
13,ESSEX,0250,Belleville Public School District,080,Belleville PS8,KG-06,43.0
13,ESSEX,0250,Belleville Public School District,090,Belleville PS9,KG-06,57.75
13,ESSEX,0250,Belleville Public School District,100,Belleville PS10,KG-06,44.75
13,ESSEX,0410,Bloomfield Township School District,030,Bloomfield Middle School,07-08,48.5
13,ESSEX,0410,Bloomfield Township School District,050,Berkeley Elementary School,KG-06,53.5
13,ESSEX,0410,Bloomfield Township School District,060,Brookdale Elementary School,KG-06,56.75
13,ESSEX,0410,Bloomfield Township School District,080,Carteret Elementary School,KG-06,61.0
13,ESSEX,0410,Bloomfield Township School District,100,Demarest Elementary School,KG-06,50.5
13,ESSEX,0410,Bloomfield Township School District,110,Fairview Elementary School,KG-06,46.75
13,ESSEX,0410,Bloomfield Township School District,130,Franklin Elementary School,KG-06,52.5
13,ESSEX,0410,Bloomfield Township School District,140,Oak View Elementary School,PK-06,62.5
13,ESSEX,0410,Bloomfield Township School District,150,Watsessing Elementary School,KG-06,58.75
13,ESSEX,0660,Caldwell-West Caldwell School District,060,Grover Cleveland Middle School,06-08,44.0
13,ESSEX,0660,Caldwell-West Caldwell School District,070,Jefferson Elementary School,KG-05,38.0
13,ESSEX,0660,Caldwell-West Caldwell School District,080,Lincoln Elementary School,KG-05,50.0
13,ESSEX,0660,Caldwell-West Caldwell School District,110,Washington Elementary School,KG-05,57.25
13,ESSEX,0660,Caldwell-West Caldwell School District,120,Wilson Elementary School,KG-05,52.0
13,ESSEX,0760,Cedar Grove Township School District,058,Memorial Middle School,05-08,50.0
13,ESSEX,0760,Cedar Grove Township School District,060,North End Elementary School,PK-04,72.5
13,ESSEX,0760,Cedar Grove Township School District,090,South End Elementary School,PK-04,70.25
13,ESSEX,1210,East Orange School District,030,East Orange STEM Academy High School,06-12,46.5
13,ESSEX,1210,East Orange School District,050,"Edward T. Bowser, Sr. School of Excellence",PK-05,32.75
13,ESSEX,1210,East Orange School District,060,George Washington Carver Institute,PK-05,30.5
13,ESSEX,1210,East Orange School District,070,John L. Costley Middle School,06-08,42.5
13,ESSEX,1210,East Orange School District,080,Langston Hughes Elementary School,PK-05,46.5
13,ESSEX,1210,East Orange School District,090,Whitney E. Houston Academy,PK-08,40.25
13,ESSEX,1210,East Orange School District,093,Benjamin Banneker Academy,PK-05,49.25
13,ESSEX,1210,East Orange School District,095,Patrick F. Healy Middle School,06-08,40.5
13,ESSEX,1210,East Orange School District,100,Mildred Barry Garvin Elementary,PK-05,34.0
13,ESSEX,1210,East Orange School District,110,Dionne Warwick Institute,PK-05,52.0
13,ESSEX,1210,East Orange School District,120,Ecole Toussaint Louverture,PK-05,48.25
13,ESSEX,1210,East Orange School District,130,Gordon Parks Academy,PK-05,44.5
13,ESSEX,1210,East Orange School District,135,Sojourner Truth Middle School,06-08,39.0
13,ESSEX,1210,East Orange School District,140,Cicely L. Tyson Community Elementary School,PK-05,47.75
13,ESSEX,1210,East Orange School District,150,Cicely L. Tyson Community Middle/High School,06-12,36.5
13,ESSEX,1210,East Orange School District,170,J. Garfield Jackson Sr. Academy,PK-05,49.0
13,ESSEX,1210,East Orange School District,190,Johnnie L. Cochran Jr. Academy,KG-05,46.0
13,ESSEX,1400,Essex Fells School District,050,Essex Fells Elementary School,PK-06,66.0
13,ESSEX,1465,Fairfield Public Schools School District,030,Winston Churchill,04-06,44.5
13,ESSEX,1750,Glen Ridge Public School District,050,Glen Ridge High School,07-12,35.0
13,ESSEX,1750,Glen Ridge Public School District,075,Ridgewood Avenue School,03-06,60.5
13,ESSEX,2330,Irvington Public School District,080,Berkeley Terrace Elementary School,PK-05,36.75
13,ESSEX,2330,Irvington Public School District,090,Chancellor Avenue Elementary School,KG-05,36.5
13,ESSEX,2330,Irvington Public School District,100,Florence Avenue Elementary School,KG-05,42.0
13,ESSEX,2330,Irvington Public School District,110,Grove Street Elementary School,PK-05,45.5
13,ESSEX,2330,Irvington Public School District,120,Madison Avenue,PK-05,47.75
13,ESSEX,2330,Irvington Public School District,125,Thurgood Marshall Elementary School,PK-05,51.5
13,ESSEX,2330,Irvington Public School District,131,Mt. Vernon Avenue Elementary School,PK-05,42.0
13,ESSEX,2330,Irvington Public School District,135,University Middle School,06-08,47.0
13,ESSEX,2330,Irvington Public School District,136,University Elementary School,KG-05,40.75
13,ESSEX,2330,Irvington Public School District,140,Union Avenue Middle School,06-08,52.0
13,ESSEX,2730,Livingston Board of Education School District,055,Heritage Middle School,07-08,59.5
13,ESSEX,2730,Livingston Board of Education School District,060,Mount Pleasant Middle School,06-06,59.0
13,ESSEX,2730,Livingston Board of Education School District,070,Burnet Hill Elementary School,PK-05,56.25
13,ESSEX,2730,Livingston Board of Education School District,080,Collins Elementary School,KG-05,52.75
13,ESSEX,2730,Livingston Board of Education School District,090,Harrison Elementary School,KG-05,50.5
13,ESSEX,2730,Livingston Board of Education School District,100,Hillside Elementary School,KG-05,57.0
13,ESSEX,2730,Livingston Board of Education School District,110,Mount Pleasant Elementary School,KG-05,55.5
13,ESSEX,2730,Livingston Board of Education School District,118,Riker Hill Elementary School,KG-05,44.25
13,ESSEX,3190,Millburn Township School District,060,Millburn Middle School,06-08,57.25
13,ESSEX,3190,Millburn Township School District,065,Deerfield School,KG-04,62.5
13,ESSEX,3190,Millburn Township School District,070,Glenwood School,KG-04,58.75
13,ESSEX,3190,Millburn Township School District,080,Hartshorn School,KG-04,47.5
13,ESSEX,3190,Millburn Township School District,100,South Mountain School,PK-04,60.25
13,ESSEX,3190,Millburn Township School District,120,Wyoming School,KG-04,67.5
13,ESSEX,3190,Millburn Township School District,300,Washington School,05-05,49.5
13,ESSEX,3310,Montclair Public School District,060,Charles H. Bullock School,KG-05,44.5
13,ESSEX,3310,Montclair Public School District,100,Bradford Elementary School,PK-05,56.75
13,ESSEX,3310,Montclair Public School District,110,Edgemont Elementary School,KG-05,55.0
13,ESSEX,3310,Montclair Public School District,116,Glenfield Middle School,06-08,38.75
13,ESSEX,3310,Montclair Public School District,123,Hillside Elementary School,PK-05,66.5
13,ESSEX,3310,Montclair Public School District,127,Buzz Aldrin Middle School,06-08,53.5
13,ESSEX,3310,Montclair Public School District,140,Northeast Elementary School,KG-05,46.0
13,ESSEX,3310,Montclair Public School District,165,Renaissance Middle School at the Rand Building,06-08,46.25
13,ESSEX,3310,Montclair Public School District,170,Watchung Elementary School,KG-05,47.75
13,ESSEX,3570,Newark Public School District,010,Arts High School,08-12,48.75
13,ESSEX,3570,Newark Public School District,055,Science Park High School,07-12,42.75
13,ESSEX,3570,Newark Public School District,057,University High School,07-12,23.0
13,ESSEX,3570,Newark Public School District,080,West Side High School,08-12,48.0
13,ESSEX,3570,Newark Public School District,087,American History High School,08-12,46.5
13,ESSEX,3570,Newark Public School District,170,Abington Avenue School,PK-08,50.5
13,ESSEX,3570,Newark Public School District,200,Ann Street School,PK-08,46.0
13,ESSEX,3570,Newark Public School District,220,Avon Avenue School,PK-08,40.5
13,ESSEX,3570,Newark Public School District,225,Belmont Runyon Elementary School,PK-08,44.5
13,ESSEX,3570,Newark Public School District,270,Branch Brook School,PK-04,40.75
13,ESSEX,3570,Newark Public School District,301,Luis Muñoz Marin Elementary School,PK-08,36.5
13,ESSEX,3570,Newark Public School District,303,East Ward Elementary School,PK-08,48.0
13,ESSEX,3570,Newark Public School District,307,Eagle Academy for Young Men of Newark,05-12,32.0
13,ESSEX,3570,Newark Public School District,310,Camden Street Elementary School,PK-08,44.25
13,ESSEX,3570,Newark Public School District,317,Salome Ureña Elementary School,PK-04,70.5
13,ESSEX,3570,Newark Public School District,330,Chancellor Avenue School,PK-08,47.5
13,ESSEX,3570,Newark Public School District,350,Cleveland Avenue School,PK-08,36.5
13,ESSEX,3570,Newark Public School District,370,Peshine Avenue School,PK-08,42.75
13,ESSEX,3570,Newark Public School District,390,Elliott Street Elementary School,PK-06,37.75
13,ESSEX,3570,Newark Public School District,410,First Avenue School,PK-08,56.0
13,ESSEX,3570,Newark Public School District,415,Dr. E. Alma Flagg School,PK-08,53.25
13,ESSEX,3570,Newark Public School District,430,Benjamin Franklin Elementary School,PK-04,45.25
13,ESSEX,3570,Newark Public School District,435,George Washington Carver Elementary School,PK-08,42.5
13,ESSEX,3570,Newark Public School District,440,Dr William H. Horton Elementary School,PK-08,45.5
13,ESSEX,3570,Newark Public School District,455,Harriet Tubman Elementary School,PK-06,50.0
13,ESSEX,3570,Newark Public School District,460,Hawkins Street School,PK-08,55.0
13,ESSEX,3570,Newark Public School District,470,Hawthorne Avenue School,PK-08,42.75
13,ESSEX,3570,Newark Public School District,480,Lafayette Street School,PK-08,47.5
13,ESSEX,3570,Newark Public School District,490,Lincoln,PK-08,42.25
13,ESSEX,3570,Newark Public School District,495,Louise A. Spencer Elementary School,PK-08,38.5
13,ESSEX,3570,Newark Public School District,520,McKinley Elementary School,PK-08,47.0
13,ESSEX,3570,Newark Public School District,565,Ivy Hill Elementary School,PK-08,42.0
13,ESSEX,3570,Newark Public School District,570,Mt Vernon Place School,PK-08,54.0
13,ESSEX,3570,Newark Public School District,575,Rafael Hernandez School,PK-08,43.25
13,ESSEX,3570,Newark Public School District,581,Park Elementary School,PK-08,60.0
13,ESSEX,3570,Newark Public School District,590,Oliver Street School,PK-08,55.25
13,ESSEX,3570,Newark Public School District,605,Quitman Street School,PK-08,39.75
