county_code,county_name,district_code,district_name,school_code,school_name,gradespan,rating
27,MORRIS,4560,Roxbury Township School District,065,Jefferson Elementary School,PK-04,67.75
27,MORRIS,4560,Roxbury Township School District,067,Kennedy Elementary School,KG-04,49.5
27,MORRIS,4560,Roxbury Township School District,080,Lincoln/Roosevelt School,05-06,62.25
27,MORRIS,4560,Roxbury Township School District,085,Nixon Elementary School,PK-04,48.5
27,MORRIS,5520,Washington Township School District,030,Flocktown-Kossmann Elementary School,PK-05,64.5
27,MORRIS,5520,Washington Township School District,035,Long Valley Middle School,06-08,53.0
27,MORRIS,5520,Washington Township School District,040,Old Farmers Road School,KG-05,72.0
27,MORRIS,5520,Washington Township School District,050,Benedict A. Cucinella School,PK-05,55.25
27,MORRIS,5770,Wharton Borough School District,030,Alfred C. MacKinnon Middle School,06-08,42.0
27,MORRIS,5770,Wharton Borough School District,040,Marie V. Duffy Elementary School,PK-05,50.5
29,OCEAN,0185,Barnegat Township School District,010,Lillian M. Dunfee Elementary,PK-05,46.5
29,OCEAN,0185,Barnegat Township School District,015,Cecil S. Collins Elementary,PK-05,40.0
29,OCEAN,0185,Barnegat Township School District,050,Russell O. Brackman Middle School,06-08,43.5
29,OCEAN,0185,Barnegat Township School District,070,Robert L. Horbelt Elementary School,PK-05,56.5
29,OCEAN,0185,Barnegat Township School District,080,Joseph T. Donahue Elementary School,PK-05,53.0
29,OCEAN,0210,Bay Head Borough School District,020,Bay Head Elementary,KG-08,40.0
29,OCEAN,0230,Beach Haven School District,020,Beach Haven School,PK-06,50.0
29,OCEAN,0320,Berkeley Township School District,020,Bayville Elementary School,PK-04,57.25
29,OCEAN,0320,Berkeley Township School District,025,Berkeley Township Elementary School,04-06,49.25
29,OCEAN,0320,Berkeley Township School District,030,Clara B. Worth Elementary School,PK-04,53.0
29,OCEAN,0320,Berkeley Township School District,040,H & M Potter School,PK-04,56.0
29,OCEAN,0530,Brick Township Public School District,030,Drum Point Road Elementary School,KG-05,45.5
29,OCEAN,0530,Brick Township Public School District,035,Emma Havens Young Elementary School,KG-05,46.5
29,OCEAN,0530,Brick Township Public School District,040,Herbertsville Elementary School,KG-05,51.0
29,OCEAN,0530,Brick Township Public School District,043,Lake Riviera Middle School,06-08,59.0
29,OCEAN,0530,Brick Township Public School District,045,Lanes Mill Elementary School,KG-05,48.75
29,OCEAN,0530,Brick Township Public School District,060,Midstreams Elementary School,KG-05,45.0
29,OCEAN,0530,Brick Township Public School District,070,Osbornville Elementary School,KG-05,54.0
29,OCEAN,0530,Brick Township Public School District,080,Veterans Memorial Elementary School,KG-05,47.0
29,OCEAN,0530,Brick Township Public School District,090,Veterans Memorial Middle School,06-08,50.0
29,OCEAN,0770,Central Regional School District,050,Central Regional Middle School,07-08,41.25
29,OCEAN,1150,Eagleswood Township School District,020,Eagleswood Elementary School,PK-06,63.25
29,OCEAN,2350,Island Heights School District,050,Island Heights Elementary School,KG-06,71.0
29,OCEAN,2360,Jackson Township School District,030,Crawford-Rodriguez Elementary School,PK-05,55.75
29,OCEAN,2360,Jackson Township School District,035,Elms Elementary School,PK-05,66.0
29,OCEAN,2360,Jackson Township School District,040,Sylvia Rosenauer Elementary School,PK-05,40.75
29,OCEAN,2360,Jackson Township School District,044,Howard C. Johnson Elementary School,KG-05,56.0
29,OCEAN,2360,Jackson Township School District,046,Lucy N. Holman Elementary School,KG-05,68.0
29,OCEAN,2360,Jackson Township School District,048,Christa McAuliffe Middle School,06-08,46.5
29,OCEAN,2360,Jackson Township School District,050,Switlik Elementary School,KG-05,64.5
29,OCEAN,2360,Jackson Township School District,055,Carl W. Goetz Middle School,06-08,43.5
29,OCEAN,2480,Lacey Township School District,040,Cedar Creek Elementary School,KG-04,59.0
29,OCEAN,2480,Lacey Township School District,050,Forked River Elementary School,KG-04,50.5
29,OCEAN,2480,Lacey Township School District,053,Lacey Township Middle School,07-08,52.25
29,OCEAN,2480,Lacey Township School District,055,Mill Pond Elementary School,PK-06,37.0
29,OCEAN,2480,Lacey Township School District,060,Lanoka Harbor Elementary School,KG-04,52.0
29,OCEAN,2500,Lakehurst School District,050,Lakehurst Elementary School,PK-08,49.5
29,OCEAN,2520,Lakewood Township School District,070,Clifton Ave Grade School,02-05,56.75
29,OCEAN,2520,Lakewood Township School District,080,Ella G Clarke Elementary School,02-05,58.5
29,OCEAN,2520,Lakewood Township School District,083,Lakewood Middle School,06-08,57.0
29,OCEAN,2520,Lakewood Township School District,084,Oak Street Elem School,01-05,48.0
29,OCEAN,2550,Lavallette Borough School District,050,Lavallette Elementary School,KG-08,67.0
29,OCEAN,2690,Little Egg Harbor Township School District,030,Frog Pond Elementary School,04-06,52.0
29,OCEAN,2760,Long Beach Island Consolidated School District,050,Long Beach Island Grade School,03-06,46.25
29,OCEAN,2940,Manchester Township School District,043,Manchester Township Elementary School,KG-05,55.75
29,OCEAN,2940,Manchester Township School District,045,Manchester Township Middle School,06-08,44.0
29,OCEAN,2940,Manchester Township School District,050,Ridgeway Elementary School,PK-05,38.0
29,OCEAN,2940,Manchester Township School District,060,Whiting Elementary School,PK-05,44.5
29,OCEAN,3800,Ocean Gate School District,050,Ocean Gate Elementary School,PK-06,45.5
29,OCEAN,3820,Ocean Township School District,030,Frederic A. Priff Elementary School,04-06,42.25
29,OCEAN,4105,Pinelands Regional School District,060,Pinelands Regional Jr. High School,07-09,40.5
29,OCEAN,4190,Plumsted Township School District,050,Dr. Gerald H. Woehr Elementary School,KG-05,56.0
29,OCEAN,4190,Plumsted Township School District,080,New Egypt Middle School,06-08,36.25
29,OCEAN,4210,Point Pleasant Borough School District,050,Memorial Middle School,06-08,51.25
29,OCEAN,4210,Point Pleasant Borough School District,055,Nellie F. Bennett Elementary School,PK-05,55.5
29,OCEAN,4210,Point Pleasant Borough School District,060,Ocean Road Elementary School,PK-05,66.5
29,OCEAN,4220,Point Pleasant Beach School District,060,G. Harold Antrim Elementary School,PK-08,50.5
29,OCEAN,4710,Seaside Heights School District,050,Hugh J. Boyd Jr. Elementary School,PK-06,39.0
29,OCEAN,4950,Southern Regional School District,060,Southern Regional Middle School,07-08,40.5
29,OCEAN,5020,Stafford Township School District,060,McKinley Avenue Elementary School,03-04,54.75
29,OCEAN,5020,Stafford Township School District,070,Stafford Intermediate School,05-06,51.0
29,OCEAN,5190,Toms River Regional School District,060,Toms River Intermediate School East,06-08,43.0
29,OCEAN,5190,Toms River Regional School District,061,Toms River Intermediate School South,06-08,45.5
29,OCEAN,5190,Toms River Regional School District,063,Toms River Intermediate School North,06-08,47.0
29,OCEAN,5190,Toms River Regional School District,064,Beachwood Elementary School,KG-05,42.25
29,OCEAN,5190,Toms River Regional School District,065,Cedar Grove Elementary School,PK-05,52.25
29,OCEAN,5190,Toms River Regional School District,067,Joseph A. Citta Elementary School,KG-05,40.0
29,OCEAN,5190,Toms River Regional School District,070,East Dover Elementary School,PK-05,48.0
29,OCEAN,5190,Toms River Regional School District,075,Hooper Avenue Elementary School,KG-05,56.0
29,OCEAN,5190,Toms River Regional School District,080,North Dover Elementary School,KG-05,51.25
29,OCEAN,5190,Toms River Regional School District,090,Pine Beach Elementary School,KG-05,43.5
29,OCEAN,5190,Toms River Regional School District,095,Silver Bay Elementary School,PK-05,41.25
29,OCEAN,5190,Toms River Regional School District,100,South Toms River Elementary School,KG-05,47.0
29,OCEAN,5190,Toms River Regional School District,107,Walnut Street Elementary School,KG-05,50.0
29,OCEAN,5190,Toms River Regional School District,110,Washington Street Elementary School,KG-05,49.0
29,OCEAN,5190,Toms River Regional School District,120,West Dover Elementary School,KG-05,36.25
29,OCEAN,5220,Tuckerton Borough School District,050,Tuckerton Elementary School,PK-06,54.5
31,PASSAIC,0420,Bloomingdale School District,030,Samuel R. Donald Elementary School,02-04,47.0
31,PASSAIC,0420,Bloomingdale School District,050,Walter T. Bergen Middle School,05-08,44.75
31,PASSAIC,0900,Clifton Public School District,035,Christopher Columbus Middle School,06-08,43.5
31,PASSAIC,0900,Clifton Public School District,070,Woodrow Wilson Middle School,06-08,43.5
31,PASSAIC,0900,Clifton Public School District,080,School #1,KG-05,51.25
31,PASSAIC,0900,Clifton Public School District,090,School #2,KG-05,59.5
31,PASSAIC,0900,Clifton Public School District,100,School #3,KG-05,50.75
31,PASSAIC,0900,Clifton Public School District,110,School #4,KG-05,36.5
31,PASSAIC,0900,Clifton Public School District,120,School #5,KG-05,48.5
31,PASSAIC,0900,Clifton Public School District,140,School #8,PK-05,41.5
31,PASSAIC,0900,Clifton Public School District,150,School #9,PK-05,43.0
31,PASSAIC,0900,Clifton Public School District,160,School #11,KG-05,59.5
31,PASSAIC,0900,Clifton Public School District,170,School #12,PK-05,47.0
31,PASSAIC,0900,Clifton Public School District,180,School #13,KG-05,53.5
31,PASSAIC,0900,Clifton Public School District,190,School #14,PK-05,49.5
31,PASSAIC,0900,Clifton Public School District,200,School #15,PK-05,58.0
31,PASSAIC,0900,Clifton Public School District,210,School #16,PK-05,39.5
31,PASSAIC,0900,Clifton Public School District,230,School #17,PK-05,42.0
31,PASSAIC,1920,Haledon Public School District,015,Haledon Public School,PK-08,43.75
31,PASSAIC,2100,Hawthorne Public School District,070,Lincoln Middle School,06-08,49.0
31,PASSAIC,2100,Hawthorne Public School District,080,Roosevelt Elementary School,KG-05,45.5
31,PASSAIC,2100,Hawthorne Public School District,090,Thomas Jefferson Elementary School,PK-05,51.75
31,PASSAIC,2100,Hawthorne Public School District,100,Washington Elementary School,KG-05,44.0
31,PASSAIC,2700,Little Falls Township Public School District,050,Little Falls Township Public School # 1,05-08,56.5
31,PASSAIC,2700,Little Falls Township Public School District,070,Little Falls Township Public School # 3,03-04,44.0
31,PASSAIC,3640,North Haledon School District,050,High Mountain School,05-08,45.0
31,PASSAIC,3640,North Haledon School District,060,Memorial Elementary School,PK-04,65.25
31,PASSAIC,3970,Passaic City School District,080,Thomas Jefferson School No. 1,KG-08,43.5
31,PASSAIC,3970,Passaic City School District,090,Mario Drago School No. 3,PK-08,44.75
31,PASSAIC,3970,Passaic City School District,097,School No. 5,KG-08,54.5
31,PASSAIC,3970,Passaic City School District,100,"Martin Luther King, Jr. School No. 6",PK-08,40.0
31,PASSAIC,3970,Passaic City School District,120,Casimir Pulaski School No. 8,PK-08,41.0
31,PASSAIC,3970,Passaic City School District,125,Etta Gero School No. 9,02-08,42.5
31,PASSAIC,3970,Passaic City School District,130,Theodore Roosevelt School No. 10,PK-08,44.25
31,PASSAIC,3970,Passaic City School District,140,William B. Cruise Memorial School No. 11,KG-08,47.0
31,PASSAIC,3970,Passaic City School District,200,Daniel F. Ryan Elementary School No. 19,PK-08,57.75
31,PASSAIC,3970,Passaic City School District,300,Passaic Gifted and Talented Academy School No. 20,02-08,42.0
31,PASSAIC,3970,Passaic City School District,301,Passaic Academy for Science and Engineering,06-11,59.25
31,PASSAIC,3970,Passaic City School District,302,Passaic Preparatory Academy,06-11,51.0
31,PASSAIC,4010,Paterson Public School District,043,Alexander Hamilton Academy,KG-08,52.5
31,PASSAIC,4010,Paterson Public School District,050,School 1,PK-05,59.25
31,PASSAIC,4010,Paterson Public School District,060,School 2,KG-08,44.25
31,PASSAIC,4010,Paterson Public School District,061,URBAN Leadership Academy,KG-04,35.0
31,PASSAIC,4010,Paterson Public School District,070,School 3,KG-08,51.0
31,PASSAIC,4010,Paterson Public School District,080,"Rev. Dr. Frank Napier, Jr. School",02-08,41.5
31,PASSAIC,4010,Paterson Public School District,090,School 5,KG-05,60.5
31,PASSAIC,4010,Paterson Public School District,100,Senator Frank Lautenberg School,KG-08,45.0
31,PASSAIC,4010,Paterson Public School District,110,School 7,05-08,52.25
31,PASSAIC,4010,Paterson Public School District,120,School 8,KG-08,53.0
31,PASSAIC,4010,Paterson Public School District,130,"Charles J. Riley, School 9",PK-08,61.0
31,PASSAIC,4010,Paterson Public School District,140,School 10,KG-08,41.0
31,PASSAIC,4010,Paterson Public School District,150,Newcomers,03-08,33.0
31,PASSAIC,4010,Paterson Public School District,160,School 12,KG-08,44.5
31,PASSAIC,4010,Paterson Public School District,170,School 13,KG-08,46.5
31,PASSAIC,4010,Paterson Public School District,180,School 14,KG-04,20.75
31,PASSAIC,4010,Paterson Public School District,190,School 15,PK-05,46.75
31,PASSAIC,4010,Paterson Public School District,220,School 18,PK-08,47.5
31,PASSAIC,4010,Paterson Public School District,230,School 19,KG-04,35.25
31,PASSAIC,4010,Paterson Public School District,240,School 20,KG-08,45.5
31,PASSAIC,4010,Paterson Public School District,250,School 21,PK-08,40.5
31,PASSAIC,4010,Paterson Public School District,270,School 24,PK-08,50.0
31,PASSAIC,4010,Paterson Public School District,280,School 25,PK-08,48.0
31,PASSAIC,4010,Paterson Public School District,290,School 26,KG-08,36.75
31,PASSAIC,4010,Paterson Public School District,300,School 27,PK-06,55.0
31,PASSAIC,4010,Paterson Public School District,301,Don Bosco Academy,06-08,36.5
31,PASSAIC,4010,Paterson Public School District,303,Young Men's Academy,03-08,52.0
31,PASSAIC,4010,Paterson Public School District,309,School 16,PK-08,55.25
31,PASSAIC,4010,Paterson Public School District,310,School 28,PK-08,62.75
31,PASSAIC,4010,Paterson Public School District,311,School 29,KG-04,47.75
31,PASSAIC,4010,Paterson Public School District,312,"Dr. Martin Luther King, Jr. Educational Complex",PK-08,28.75
31,PASSAIC,4010,Paterson Public School District,313,Dr. Hani Awadallah School,KG-08,51.0
31,PASSAIC,4010,Paterson Public School District,315,Roberto Clemente,KG-05,61.0
31,PASSAIC,4010,Paterson Public School District,316,New Roberto Clemente,06-08,46.5
31,PASSAIC,4010,Paterson Public School District,325,Norman S. Weir,KG-08,56.0
31,PASSAIC,4230,Pompton Lakes School District,055,Lakeside School,06-08,55.5
31,PASSAIC,4230,Pompton Lakes School District,060,Lenox School,KG-05,55.0
31,PASSAIC,4230,Pompton Lakes School District,070,Lincoln School,PK-05,59.5
31,PASSAIC,4270,Prospect Park Public School District,010,Prospect Park School No. 1,PK-08,48.5
31,PASSAIC,4400,Ringwood School District,050,Eleanor G. Hewitt,04-05,50.0
31,PASSAIC,4400,Ringwood School District,053,Martin J. Ryerson School,06-08,49.0
31,PASSAIC,5200,Totowa Public School District,060,Washington Park School,03-08,55.0
31,PASSAIC,5440,Wanaque School District,050,Haskell Elementary School,PK-08,50.0
31,PASSAIC,5440,Wanaque School District,070,Wanaque Elementary School,PK-08,52.0
31,PASSAIC,5570,Wayne Township Public School District,065,Anthony Wayne Middle School,06-08,61.0
31,PASSAIC,5570,Wayne Township Public School District,078,Albert Payson Terhune Elementary,PK-05,62.25
31,PASSAIC,5570,Wayne Township Public School District,083,George Washington Middle School,06-08,57.75
31,PASSAIC,5570,Wayne Township Public School District,085,James Fallon Elementary School,KG-05,57.0
31,PASSAIC,5570,Wayne Township Public School District,087,John F. Kennedy Elementary School,KG-05,47.0
31,PASSAIC,5570,Wayne Township Public School District,090,Lafayette Elementary School,PK-05,50.0
31,PASSAIC,5570,Wayne Township Public School District,110,Packanack Elementary School,PK-05,46.0
31,PASSAIC,5570,Wayne Township Public School District,120,Pines Lake Elementary School,KG-05,45.0
31,PASSAIC,5570,Wayne Township Public School District,135,Randall Carter Elementary School,PK-05,43.0
31,PASSAIC,5570,Wayne Township Public School District,140,Ryerson Elementary School,PK-05,47.5
31,PASSAIC,5570,Wayne Township Public School District,145,Schuyler Colfax Middle School,06-08,56.25
31,PASSAIC,5570,Wayne Township Public School District,150,Theunis Dey Elementary School,PK-05,56.5
31,PASSAIC,5650,West Milford Township Public School District,042,Apshawa Elementary School,KG-06,61.5
31,PASSAIC,5650,West Milford Township Public School District,055,Macopin Middle School,07-08,56.25
31,PASSAIC,5650,West Milford Township Public School District,060,Maple Road Elementary School,PK-06,66.5
31,PASSAIC,5650,West Milford Township Public School District,070,Marshall Hill Elementary School,KG-06,41.5
31,PASSAIC,5650,West Milford Township Public School District,080,Paradise Knoll Elementary School,KG-06,56.5
31,PASSAIC,5650,West Milford Township Public School District,090,Upper Greenwood Lake Elementary School,PK-06,34.5
31,PASSAIC,5650,West Milford Township Public School District,100,Westbrook Elementary School,KG-06,59.0
31,PASSAIC,5690,Woodland Park School District,060,Beatrice Gilmore School,03-04,38.0
31,PASSAIC,5690,Woodland Park School District,070,Memorial Middle School,05-08,54.75
33,SALEM,0060,Alloway Twp School District,020,Alloway Township School,PK-08,45.5
33,SALEM,1350,Elsinboro Township School District,050,Elsinboro Township School,KG-08,62.0
33,SALEM,2800,The Lower Alloways Creek School District,050,Lower Alloways Creek Elementary School,PK-08,47.25
33,SALEM,2950,Mannington Township School District,050,Mannington Township Elementary School,PK-08,48.0
33,SALEM,3860,Oldmans Township School District,010,Oldmans Township School,PK-08,49.75
33,SALEM,4070,Penns Grove-Carneys Point Regional School District,080,Paul W Carleton,04-05,34.25
33,SALEM,4070,Penns Grove-Carneys Point Regional School District,105,Penns Grove Middle School,06-08,32.0
33,SALEM,4075,Pennsville Public School District,055,Pennsville Middle School,06-08,31.0
33,SALEM,4075,Pennsville Public School District,078,Penn Beach Elementary,04-05,58.5
33,SALEM,4150,Pittsgrove Township School District,060,Olivet Elementary School,02-04,47.0
33,SALEM,4150,Pittsgrove Township School District,070,Pittsgrove Township Middle School,05-08,45.5
33,SALEM,4280,Quinton Township School District,050,Quinton Township School,PK-08,47.0
33,SALEM,4630,Salem City School District,090,Salem Middle School,03-08,35.5
33,SALEM,5320,UPPER PITTSGROVE TWP School District,070,Upper Pittsgrove School,PK-08,51.5
33,SALEM,5910,Woodstown-Pilesgrove Regional School District,060,Mary S. Shoemaker School,01-05,47.75
33,SALEM,5910,Woodstown-Pilesgrove Regional School District,070,Woodstown Middle School,06-08,51.5
35,SOMERSET,0240,Bedminster Township Public School District,020,Bedminster Township Public School,PK-08,60.5
35,SOMERSET,0350,Bernards Township School District,055,William Annin Middle School,06-08,54.5
35,SOMERSET,0350,Bernards Township School District,060,Oak Street School,KG-05,60.75
35,SOMERSET,0350,Bernards Township School District,070,Cedar Hill School,KG-05,68.5
35,SOMERSET,0350,Bernards Township School District,080,Liberty Corner School,KG-05,57.5
35,SOMERSET,0350,Bernards Township School District,100,Mount Prospect Elementary School,PK-05,62.5
35,SOMERSET,0490,Bound Brook School District,302,Community Middle School,07-08,50.5
35,SOMERSET,0490,Bound Brook School District,303,Smalley Elementary School,04-06,57.0
35,SOMERSET,0510,Branchburg Township School District,020,Branchburg Central Middle School,06-08,65.25
35,SOMERSET,0510,Branchburg Township School District,060,Stony Brook School,04-05,67.5
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,010,Bridgewater-Raritan Middle School,07-08,53.0
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,030,Adamsville Primary School,PK-04,53.25
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,040,Bradley Gardens Primary School,PK-04,68.0
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,045,Crim Primary School,PK-04,55.25
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,048,Eisenhower Intermediate School,05-06,49.0
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,063,Hamilton Primary School,KG-04,56.25
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,065,Hillside Intermediate School,05-06,53.5
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,067,John F. Kennedy Primary School,KG-04,46.5
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,085,Milltown Primary School,PK-04,65.25
35,SOMERSET,0555,Bridgewater-Raritan Regional School District,105,Van Holten Primary School,KG-04,52.0
35,SOMERSET,1610,Franklin Township Public Schools,055,Conerly Road School,PK-05,39.5
35,SOMERSET,1610,Franklin Township Public Schools,070,Elizabeth Avenue School,PK-05,54.75
35,SOMERSET,1610,Franklin Township Public Schools,080,Franklin Park School,PK-05,49.5
35,SOMERSET,1610,Franklin Township Public Schools,100,Hillcrest School,PK-05,61.5
35,SOMERSET,1610,Franklin Township Public Schools,115,MacAfee Road School,PK-05,50.0
35,SOMERSET,1610,Franklin Township Public Schools,140,Pine Grove Manor School,PK-05,50.0
35,SOMERSET,1610,Franklin Township Public Schools,150,Franklin Middle School at Sampson G. Smith Campus,06-08,47.5
35,SOMERSET,1610,Franklin Township Public Schools,160,Franklin Middle School at Hamilton Street Campus,06-08,41.0
35,SOMERSET,1610,Franklin Township Public Schools,300,Claremont Elementary School,PK-05,49.5
35,SOMERSET,1810,Green Brook Township Public School District,030,Green Brook Middle School,05-08,59.0
35,SOMERSET,1810,Green Brook Township Public School District,050,Irene E. Feldkirchner Elementary School,PK-04,47.0
35,SOMERSET,2170,Hillsborough Township Public School District,033,Amsterdam Elementary School,KG-04,56.0
35,SOMERSET,2170,Hillsborough Township Public School District,034,Auten Road Intermediate School,05-06,55.0
35,SOMERSET,2170,Hillsborough Township Public School District,035,Hillsborough Township Middle School,07-08,55.0
35,SOMERSET,2170,Hillsborough Township Public School District,040,Hillsborough Township Elementary School,KG-04,50.0
35,SOMERSET,2170,Hillsborough Township Public School District,060,Sunnymead Elementary School,PK-04,69.5
35,SOMERSET,2170,Hillsborough Township Public School District,070,Triangle Elementary Shcool,KG-04,56.0
35,SOMERSET,2170,Hillsborough Township Public School District,080,Woodfern Elementary School,KG-04,66.5
35,SOMERSET,2170,Hillsborough Township Public School District,085,Woods Road Elementary School,PK-04,62.75
35,SOMERSET,3000,Manville School District,065,Alexander Batcho Intermediate School,05-08,44.0
35,SOMERSET,3000,Manville School District,080,Roosevelt School,03-04,28.0
35,SOMERSET,3320,Montgomery Township School District,045,Montgomery Lower Middle School,05-06,60.5
35,SOMERSET,3320,Montgomery Township School District,070,Montgomery Upper Middle School,07-08,52.0
35,SOMERSET,3320,Montgomery Township School District,105,Village Elementary School,03-04,63.0
35,SOMERSET,3670,North Plainfield School District,060,East End School,PK-04,43.5
35,SOMERSET,3670,North Plainfield School District,080,Somerset School,05-06,41.75
35,SOMERSET,3670,North Plainfield School District,090,Stony Brook School,PK-04,45.5
35,SOMERSET,3670,North Plainfield School District,110,West End School,PK-04,47.0
35,SOMERSET,3670,North Plainfield School District,300,North Plainfield Middle School,07-08,47.25
35,SOMERSET,4815,Somerset Hills Regional School District,030,Marion T. Bedwell Elementary School,PK-04,48.75
35,SOMERSET,4815,Somerset Hills Regional School District,040,Bernardsville Middle School,05-08,56.0
35,SOMERSET,4820,Somerville Public School District,055,Somerville Middle School,06-08,41.75
35,SOMERSET,4820,Somerville Public School District,090,Van Derveer Elementary School,PK-05,58.5
35,SOMERSET,4850,South Bound Brook Public Schools,060,Robert Morris School,PK-08,52.75
35,SOMERSET,5470,Warren Township School District,030,Central School,KG-05,59.5
35,SOMERSET,5470,Warren Township School District,033,Warren Middle School,06-08,55.0
35,SOMERSET,5470,Warren Township School District,035,Mt. Horeb School,PK-05,58.5
35,SOMERSET,5470,Warren Township School District,040,Angelo L. Tomaso School,KG-05,55.0
35,SOMERSET,5470,Warren Township School District,050,Woodland School,KG-05,40.5
35,SOMERSET,5540,Watchung Borough Public School District,040,Bayberry School,PK-04,54.0
35,SOMERSET,5540,Watchung Borough Public School District,050,Valley View School,05-08,65.25
37,SUSSEX,0090,Andover Regional School District,010,Florence M. Burd,PK-04,64.5
37,SUSSEX,0090,Andover Regional School District,040,Long Pond School,05-08,65.25
37,SUSSEX,0640,Byram Township School District,010,Byram Lakes Elementary School,PK-04,70.25
37,SUSSEX,0640,Byram Township School District,030,Byram Intermediate School,05-08,48.0
37,SUSSEX,1560,Frankford Township Consolidated School District,050,Frankford Township School,PK-08,54.75
37,SUSSEX,1570,Franklin Borough School District,060,Franklin Borough School,PK-08,54.25
37,SUSSEX,1630,Fredon Township School District,050,Fredon Township School,PK-06,51.25
37,SUSSEX,1800,Green Township School District,060,Green Hills School,KG-08,64.25
37,SUSSEX,1930,Hamburg School District,060,Hamburg School,PK-08,61.0
37,SUSSEX,1980,Hampton Township School District,050,Marian E. Mckeown Elementary School,KG-06,44.0
37,SUSSEX,2030,Hardyston Township School District,030,Hardyston Township Middle School,05-08,49.5
37,SUSSEX,2030,Hardyston Township School District,050,Hardyston Township Elementary School,PK-04,55.0
37,SUSSEX,2240,Hopatcong Borough School District,035,Durban Avenue Elementary School,04-05,46.0
37,SUSSEX,2240,Hopatcong Borough School District,040,Hopatcong Middle School,06-08,42.5
37,SUSSEX,2465,Kittatinny Regional School District,050,Kittatinny Regional High School,07-12,30.5
37,SUSSEX,2490,Lafayette Township School District,050,Lafayette Township School,PK-08,62.0
37,SUSSEX,3300,Montague Township School District,050,Montague Township School,PK-08,45.0
37,SUSSEX,3590,Newton Public School District,060,Halsted Middle School,05-08,43.0
37,SUSSEX,3590,Newton Public School District,070,Merriam Avenue School,PK-04,49.25
37,SUSSEX,3840,Ogdensburg Borough School District,050,Ogdensburg Borough School,PK-08,46.0
37,SUSSEX,4650,Sandyston-Walpack Consolidated School District,050,Sandyston Walpack Consolidated School,KG-06,61.5
37,SUSSEX,4960,Sparta Township Public School District,057,Sparta Middle School,06-08,42.5
37,SUSSEX,4960,Sparta Township Public School District,060,Helen Morgan School,04-05,63.0
37,SUSSEX,5030,Stanhope School District,050,Valley Road School,PK-08,63.75
37,SUSSEX,5040,Stillwater Township School District,050,Stillwater Township School,PK-06,56.5
37,SUSSEX,5100,Sussex-Wantage Regional School District,060,Sussex Middle School,06-08,41.25
37,SUSSEX,5100,Sussex-Wantage Regional School District,070,Wantage Elementary School,03-05,47.5
37,SUSSEX,5360,Vernon Township School District,025,Glen Meadow Middle School,06-08,50.5
37,SUSSEX,5360,Vernon Township School District,030,Lounsberry Hollow School,04-05,45.5
39,UNION,0310,Berkeley Heights School District,020,Thomas P. Hughes School,02-05,55.5
39,UNION,0310,Berkeley Heights School District,030,Columbia Middle School,06-08,48.5
39,UNION,0310,Berkeley Heights School District,040,Mountain Park School,02-05,61.5
39,UNION,0310,Berkeley Heights School District,050,William Woodruff School,02-05,51.0
39,UNION,0850,Clark Township Public School District,030,Frank K. Hehnly,KG-05,58.5
39,UNION,0850,Clark Township Public School District,035,Carl H. Kumpf School,06-08,53.0
39,UNION,0850,Clark Township Public School District,040,Valley Road School,KG-05,58.75
39,UNION,0980,Cranford Public School District,033,Hillside Avenue School,KG-08,43.5
39,UNION,0980,Cranford Public School District,037,Orange Avenue School,03-08,55.0
39,UNION,0980,Cranford Public School District,050,Brookside Place School,KG-05,58.75
39,UNION,0980,Cranford Public School District,080,Livingston Avenue School,03-05,61.75
39,UNION,1320,Elizabeth Public Schools,030,Terence C. Reilly School No 7,PK-08,58.5
39,UNION,1320,Elizabeth Public Schools,035,Joseph Battin School No 4,KG-08,55.5
39,UNION,1320,Elizabeth Public Schools,090,George Washington Academy School No. 1,PK-08,55.75
39,UNION,1320,Elizabeth Public Schools,100,Winfield Scott School No. 2,PK-08,50.75
39,UNION,1320,Elizabeth Public Schools,110,Nicholas S. Lacorte-Peterstown School No. 3,KG-08,57.0
39,UNION,1320,Elizabeth Public Schools,120,Toussaint Louverture-Marquis de Lafayette School No. 6,PK-08,45.5
39,UNION,1320,Elizabeth Public Schools,150,Elmora School No. 12,PK-08,48.75
39,UNION,1320,Elizabeth Public Schools,160,Benjamin Franklin School No. 13,KG-08,53.5
39,UNION,1320,Elizabeth Public Schools,170,Abraham Lincoln School No. 14,KG-08,50.5
39,UNION,1320,Elizabeth Public Schools,180,Christopher Columbus School No. 15,KG-08,45.0
39,UNION,1320,Elizabeth Public Schools,190,Madison Monroe School No. 16,PK-08,58.0
39,UNION,1320,Elizabeth Public Schools,210,Robert Morris School No. 18,KG-08,52.75
39,UNION,1320,Elizabeth Public Schools,220,Woodrow Wilson School No. 19,PK-08,49.75
39,UNION,1320,Elizabeth Public Schools,230,John Marshal School No. 20,KG-08,59.0
